CCL,Floor,MinBuildingAge,BuildingNum,UnitNum,x,y,GFA,CLASS_NUM,TYPE_NUM,WIFIHK_NUM,POI_DIVERSITY,SMK_TYPE,RGD_TYPE,BUS_TYPE,MIN_TYPE,MAL_TYPE,CVS_TYPE,RCP_TYPE,CPO_TYPE,SGD_TYPE,PLG_TYPE,BAS_TYPE,CMC_TYPE,TOI_TYPE,POB_TYPE,KDG_TYPE,CHU_TYPE,PRS_TYPE,SES_TYPE,EES_TYPE,PAV_TYPE,LIB_TYPE,SMK_DIST,RGD_DIST,BUS_DIST,MIN_DIST,MAL_DIST,CVS_DIST,RCP_DIST,CPO_DIST,SGD_DIST,PLG_DIST,BAS_DIST,CMC_DIST,TOI_DIST,POB_DIST,KDG_DIST,CHU_DIST,PRS_DIST,SES_DIST,EES_DIST,PAV_DIST,LIB_DIST,New_price
190.645,2,25,58,15850,818020,835420,709,14,53,92,3.998908616,9,17,12,4,11,19,31,18,17,11,19,11,16,11,67,13,20,18,36,74,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.7
190.645,7,2,14,723,839526,832278,1103,13,29,23,3.804969573,3,2,3,6,0,2,7,9,1,1,1,0,3,4,2,1,1,1,6,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,18.59
190.645,3,12,16,4090,821852,833612,580,15,49,49,4.038605309,12,10,3,15,12,31,22,24,2,5,3,3,23,12,24,19,5,8,25,14,2,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,7.53
190.645,3,24,4,882,842042,831196,805,13,49,63,4.086335977,7,14,8,11,11,15,22,23,11,7,14,6,9,8,42,21,10,12,21,51,5,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,7.75
190.645,1,25,58,15850,818020,835420,579,14,53,92,3.998908616,9,17,12,4,11,19,31,18,17,11,19,11,16,11,67,13,20,18,36,74,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.38
190.645,1,25,7,1894,844418,820343,744,14,56,73,4.101628238,7,7,3,8,9,17,23,26,15,7,9,6,12,10,26,16,8,11,30,38,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,5.6
190.645,4,32,6,2300,845078,819678,691,14,57,83,4.073783799,12,9,10,18,19,28,31,35,15,6,12,10,15,15,70,27,14,12,37,43,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.31
190.645,5,0,66,19267,846122,817153,906,11,23,6,3.345888096,1,0,2,3,1,4,0,6,6,0,0,2,1,3,6,0,1,0,9,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,9.6
190.645,2,2,647,8521,819023,818492,689,10,17,21,3.616859111,1,1,2,0,1,1,2,0,0,2,0,2,2,3,11,2,4,3,6,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.25
190.645,2,31,6,1200,835427,833808,599,15,59,75,4.087778469,8,23,7,14,7,20,25,40,7,7,10,9,14,11,35,27,10,9,18,44,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.6
190.645,7,24,2,84,820005,833386,868,14,59,46,4.045862241,6,10,3,3,4,16,21,31,9,9,10,3,17,7,21,14,9,9,23,28,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,7.78
190.645,5,9,12,2580,821483,833033,900,15,48,35,3.995484838,9,7,1,7,8,22,15,21,1,5,3,2,15,9,22,16,3,7,16,14,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,8.18
190.645,3,12,16,4090,821852,833612,684,15,49,49,4.038605309,12,10,3,15,12,31,22,24,2,5,3,3,23,12,24,19,5,8,25,14,2,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,8.66
190.645,1,32,6,2450,845711,819992,551,14,48,51,4.008779662,7,8,4,10,12,14,35,23,8,6,8,5,13,11,44,19,8,4,26,35,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6
190.645,3,23,5,1526,844164,820362,646,14,55,70,4.06791631,7,4,3,8,9,17,21,26,12,5,5,5,9,11,26,15,7,10,28,30,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7.3
190.645,2,25,15,2389,823189,824839,574,14,20,1,2.919438414,1,1,3,2,1,0,5,9,0,1,0,0,6,2,0,0,0,0,4,19,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5.1
190.645,9,6,9,2649,846436,817575,656,11,22,6,3.400125618,1,0,2,2,1,4,0,5,4,0,0,2,1,3,6,0,1,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,7.85
190.645,8,23,11,2032,841199,831084,927,13,44,53,4.126888304,5,10,7,9,9,15,18,19,11,5,13,6,8,7,28,16,8,9,19,38,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9.1
190.645,3,11,69,5327,812795,817057,1013,14,41,31,3.913630092,7,2,8,0,4,11,4,5,3,1,3,2,4,6,20,3,5,4,11,16,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,9.47
190.645,6,0,66,19267,846048,817474,940,11,24,6,3.354697164,1,0,2,2,1,4,0,6,7,0,0,2,1,3,6,0,1,0,7,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,9.8
190.645,1,23,8,2158,811822,816689,1062,14,53,37,3.939681011,4,6,8,0,4,10,12,10,2,1,3,3,7,8,23,6,7,4,15,20,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,9.9
190.645,8,6,21,3535,843329,832305,512,14,35,12,3.833231257,4,0,3,3,2,4,9,5,0,2,2,2,2,3,13,6,1,2,7,14,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,8.34
190.645,5,39,7,1704,838938,827124,531,15,66,59,4.037934528,9,12,9,8,11,16,22,63,11,10,11,10,11,9,30,26,8,11,28,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.4
190.645,5,35,6,2460,828190,823308,490,13,46,46,4.066881911,8,11,6,5,7,7,23,18,9,6,13,9,6,5,28,12,9,4,18,33,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,4.34
190.645,2,16,7,764,832055,840455,926,14,55,95,4.153098879,11,23,5,11,13,24,18,25,12,11,13,5,16,11,30,15,12,6,21,41,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,9.4
190.645,5,15,9,3771,843983,818402,881,14,34,35,3.691298419,7,0,4,5,8,14,4,12,2,0,4,6,1,6,44,3,7,9,16,17,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,11.68
190.645,4,29,3,792,814829,829895,518,14,48,62,4.013135899,6,11,7,5,7,13,24,28,7,5,14,10,13,12,41,15,9,11,31,51,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
190.645,1,22,17,6580,818208,834339,580,13,55,52,4.031970612,5,10,8,2,7,12,27,18,17,5,11,7,20,8,35,9,8,6,21,36,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
190.645,3,22,3,204,820293,833470,844,15,67,84,4.05993147,11,11,3,4,10,36,25,37,10,11,11,5,24,12,31,18,10,11,23,33,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
190.645,1,2,40,1727,818742,836481,677,15,41,42,4.016524486,3,8,6,1,4,9,16,11,7,4,9,7,9,5,37,8,12,9,17,26,4,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,9.57
190.645,9,28,15,3647,815106,828945,625,15,65,104,4.024799149,15,25,8,4,22,29,26,65,13,8,19,14,22,13,60,34,10,15,44,61,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.1
190.645,2,2,40,1727,818779,836396,957,15,40,41,4.028974235,3,8,7,1,4,9,17,12,7,5,9,6,8,5,37,8,12,9,17,24,4,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,13.14
190.645,2,34,4,800,835397,834758,451,13,66,139,4.156916576,16,26,16,11,19,32,42,46,13,20,18,18,17,16,64,49,16,17,31,58,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.65
190.645,7,2,40,1727,818692,836381,460,15,41,45,4.068581305,4,8,8,1,5,10,19,12,9,6,9,8,9,6,37,8,12,11,19,26,4,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,6.61
190.645,1,34,49,284,836771,832981,1088,12,24,1,2.898819643,0,2,0,1,0,0,6,7,0,3,0,0,8,2,3,1,0,1,13,24,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,12.6
190.645,3,2,38,331,823306,834002,996,14,29,3,3.763034313,3,2,1,3,1,2,12,2,1,0,2,0,5,2,2,2,1,1,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.96
190.645,8,2,40,1727,818545,836409,465,15,42,52,4.081258445,5,8,10,2,6,13,19,14,9,6,9,8,9,7,41,9,14,11,20,28,4,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5.84
190.645,7,2,40,1727,818518,836444,411,15,42,52,4.079962349,5,8,9,2,6,13,18,14,9,7,9,8,9,6,41,9,14,11,20,28,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,5.72
190.645,3,7,18,1419,813056,817450,702,15,32,11,3.676161672,5,2,6,0,2,6,2,2,1,0,0,1,2,4,11,1,3,2,6,15,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,8.43
190.645,2,7,45,1091,839379,832065,1228,13,31,24,3.576914841,3,3,3,6,0,2,15,15,1,1,1,0,4,4,2,1,1,1,9,5,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,17
190.645,1,36,4,832,837318,826845,483,16,78,105,4.05597388,9,20,7,14,14,19,28,32,15,11,9,14,16,12,38,26,7,7,41,64,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,6.35
190.645,7,2,40,1727,818518,836444,433,15,42,52,4.079962349,5,8,9,2,6,13,18,14,9,7,9,8,9,6,41,9,14,11,20,28,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,5.82
190.645,7,2,40,1727,818518,836444,406,15,42,52,4.079962349,5,8,9,2,6,13,18,14,9,7,9,8,9,6,41,9,14,11,20,28,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,5.75
190.645,2,4,14,2406,829250,825494,1162,14,66,118,4.034829819,18,15,10,21,28,47,22,54,11,12,9,7,9,20,54,26,13,5,39,51,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,26.49
190.645,8,2,40,1727,818545,836409,436,15,42,52,4.081258445,5,8,10,2,6,13,19,14,9,6,9,8,9,7,41,9,14,11,20,28,4,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5.8
186.99,5,11,69,5327,812795,817057,1295,14,41,31,3.913630092,7,2,8,0,4,11,4,5,3,1,3,2,4,6,20,3,5,4,11,16,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,11.52
186.99,1,40,1,120,815783,829258,502,15,58,84,3.936103235,10,20,3,4,16,18,22,55,6,6,10,8,13,12,39,28,8,9,44,44,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.04
186.99,1,2,2,198,822202,824558,300,9,15,0,3.288409377,1,4,2,2,1,0,5,7,0,1,0,0,2,1,0,0,0,0,3,3,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.95
186.99,1,28,15,3647,815106,828945,535,15,65,104,4.024799149,15,25,8,4,22,29,26,65,13,8,19,14,22,13,60,34,10,15,44,61,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.08
186.99,1,41,16,3422,828755,826655,607,14,43,22,3.897450632,5,7,3,4,4,12,32,29,2,6,7,2,10,7,16,4,4,4,14,13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5.1
186.99,3,41,16,3422,828837,826583,505,14,44,26,3.884207642,6,7,3,5,5,16,37,32,4,7,7,2,11,7,25,5,4,5,18,13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,4.36
186.99,2,22,6,1596,815381,829033,692,15,63,102,4.032210715,15,25,7,4,21,28,26,66,11,7,14,13,22,16,45,30,9,14,50,51,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7.68
186.99,1,22,21,6768,844647,820468,516,14,54,67,4.076661126,7,7,3,8,10,20,28,30,16,7,9,6,11,12,29,22,9,12,33,37,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7
186.99,2,37,3,2192,835994,826603,453,14,47,38,4.07062648,3,8,6,8,4,13,19,13,4,3,5,2,5,8,17,12,7,6,26,18,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4.99
186.99,1,32,3,1050,841784,831284,712,13,48,63,4.105829335,8,15,8,11,12,17,22,23,11,8,14,6,10,9,42,20,9,11,20,50,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6.18
186.775,1,29,15,3890,814672,826247,582,14,56,47,3.947963468,5,3,5,3,8,13,17,27,6,5,9,6,9,5,31,11,7,7,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.58
186.775,1,29,15,3890,814711,826267,712,14,57,48,3.963610009,5,3,5,3,8,13,16,26,6,5,9,6,9,6,31,11,7,7,32,30,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.9
186.775,5,16,8,3345,824382,825301,703,14,33,10,3.618080874,2,3,3,3,3,2,11,9,0,4,1,1,11,3,4,1,2,0,10,24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,7.43
186.775,2,39,8,1400,815823,827972,423,15,72,113,4.02601686,12,24,9,5,22,21,19,60,8,11,8,7,17,11,34,25,12,11,37,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.55
186.775,9,33,2,512,815482,828856,636,15,67,109,4.021477963,15,26,7,4,23,27,20,64,10,7,14,10,19,14,45,32,9,13,46,50,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.8
186.775,1,22,3,204,820263,833467,636,14,66,82,4.06301679,10,11,3,4,10,34,25,37,10,9,10,5,23,12,31,17,10,11,23,28,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5
186.775,3,19,8,2880,845089,818842,611,14,44,52,3.89377194,11,7,7,8,16,18,9,29,11,4,9,6,10,12,81,12,14,8,19,21,3,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,8
186.775,2,41,2,384,832012,825164,466,13,63,84,3.985235207,13,24,10,13,15,29,37,48,14,20,24,9,28,21,54,29,9,15,38,116,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
186.775,2,23,12,3499,829142,824399,651,15,58,58,3.986607797,11,13,7,11,12,16,22,32,10,8,13,6,9,7,45,18,11,5,31,60,3,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,9.9
186.775,1,38,1,136,821606,833776,382,15,59,67,4.040619329,13,14,4,15,12,41,23,36,7,7,9,3,33,14,34,24,6,8,23,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.38
190.645,6,2,40,1727,818545,836409,465,15,42,52,4.081258445,5,8,10,2,6,13,19,14,9,6,9,8,9,7,41,9,14,11,20,28,4,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5.69
190.645,2,1,2,669,815043,826920,424,14,64,70,3.996922441,9,11,8,5,9,18,26,43,8,12,10,9,13,10,42,16,12,14,45,53,3,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,7.1
190.645,9,2,40,1727,818545,836409,521,15,42,52,4.081258445,5,8,10,2,6,13,19,14,9,6,9,8,9,7,41,9,14,11,20,28,4,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6.8
190.645,3,22,5,1264,815094,826989,727,14,64,69,4.009878092,9,11,10,5,8,17,29,41,9,13,11,7,15,9,37,15,10,16,44,51,2,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1.5
190.645,1,25,58,15850,818020,835420,576,14,53,92,3.998908616,9,17,12,4,11,19,31,18,17,11,19,11,16,11,67,13,20,18,36,74,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.65
190.645,3,6,13,2339,812863,817457,381,14,33,12,3.708476191,5,2,7,0,3,6,2,3,1,1,0,1,2,4,13,1,3,2,8,16,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,5.2
190.645,5,31,3,2040,835638,835640,501,13,47,78,4.050025147,8,9,7,2,14,13,25,27,5,8,5,8,6,7,32,15,7,8,18,33,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
190.645,3,5,7,1954,821940,833983,539,15,49,42,4.088639246,10,10,4,14,9,26,21,26,5,5,5,3,26,13,22,17,5,8,24,14,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,9.98
190.645,1,29,5,1072,821663,834039,576,15,58,62,4.049837427,13,13,5,15,12,40,23,34,7,7,9,3,33,14,32,23,6,7,21,15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,7
190.645,2,9,12,2580,821396,833175,547,15,57,62,4.025099826,12,10,3,12,11,37,19,27,3,7,8,2,21,13,34,19,4,7,17,17,2,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,6.27
190.645,4,8,7,1717,829891,824996,683,15,65,125,3.991804426,17,20,7,21,29,46,20,60,10,10,11,6,12,17,45,32,11,7,34,69,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10.5
190.645,3,12,8,2960,818152,835533,658,14,50,95,4.010024712,9,18,14,4,11,19,35,21,16,10,17,11,14,10,64,13,22,17,36,71,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6.78
190.645,3,25,58,15850,818020,835420,820,14,53,92,3.998908616,9,17,12,4,11,19,31,18,17,11,19,11,16,11,67,13,20,18,36,74,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.94
190.645,1,37,5,1520,816034,829369,543,14,57,72,3.923681228,7,14,2,3,11,14,17,39,5,7,10,6,14,8,26,25,6,5,35,41,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4.7
190.645,9,31,1,68,821358,833640,464,15,63,78,4.039931191,14,15,5,13,13,46,25,38,8,7,10,3,34,16,44,27,7,11,28,20,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.2
190.645,3,20,9,5540,841221,831442,732,13,47,57,4.139603792,6,14,7,10,11,15,16,18,11,8,13,6,10,8,34,20,8,10,19,40,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,4.7
190.645,1,19,15,5726,844231,818095,890,14,36,31,3.710230948,8,1,4,5,9,15,4,11,2,0,4,4,2,7,49,4,10,9,16,15,2,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,11.8
190.645,2,35,52,10642,839057,827298,395,15,64,49,4.021376666,8,13,8,8,11,16,20,64,9,9,12,6,13,10,27,24,8,11,27,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.84
190.645,3,28,4,1048,842038,831804,701,13,52,58,4.050782688,7,11,9,12,11,14,23,20,9,6,11,4,8,7,41,18,7,8,17,47,5,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,8.36
190.645,4,40,19,4516,829152,826599,481,14,50,48,3.922509855,9,9,3,5,8,19,45,35,7,5,6,3,9,13,19,8,4,6,25,21,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75
190.645,2,39,5,1264,831238,824173,490,14,65,102,4.055475456,9,12,14,18,12,26,44,57,12,15,16,5,19,22,25,23,6,15,43,63,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6.88
190.645,3,22,4,1280,832317,838242,829,15,48,39,3.907252569,8,7,5,5,8,14,14,13,8,3,9,5,5,4,39,8,5,8,8,42,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,5.23
190.645,1,35,14,1940,838500,827219,1245,15,68,103,4.070353253,11,15,8,8,15,21,32,56,12,15,14,14,9,11,40,32,9,13,38,41,2,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,11.8
190.645,8,32,5,800,835429,834399,426,14,65,131,4.117036298,16,27,16,11,19,32,37,54,13,18,16,17,17,15,65,46,16,16,25,70,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.4
190.645,5,18,6,2133,845387,819597,661,14,52,68,4.083817806,11,9,8,15,16,21,32,33,14,6,12,7,14,16,62,25,12,11,36,38,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9.2
190.645,2,23,12,2688,832991,838547,532,14,50,44,4.02826704,9,7,7,9,9,15,17,19,8,5,9,7,8,7,39,8,6,8,8,39,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.93
190.645,1,40,1,216,815913,827658,344,14,64,102,4.045245561,11,19,11,5,20,21,19,48,7,10,7,6,17,9,31,17,11,12,32,50,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.9
190.645,8,24,10,3966,845040,818999,504,14,45,62,3.944030426,12,8,7,10,19,20,13,31,11,5,10,9,11,12,86,14,15,10,22,26,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4.25
190.645,1,33,3,864,836414,826059,659,14,52,78,4.112540688,7,17,9,8,11,23,40,38,10,8,9,12,9,14,34,30,13,15,37,31,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6.85
190.645,1,35,13,2768,837040,825638,427,15,47,59,4.067940769,5,14,5,3,9,18,29,34,13,9,9,10,14,9,28,25,9,12,30,38,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4.75
190.645,6,36,5,2800,814663,826092,495,14,53,46,3.987032924,4,3,5,3,8,11,16,21,6,5,9,6,9,5,28,11,7,6,28,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.5
190.645,3,0,6,1782,836111,824869,352,14,46,36,4.099443411,4,6,3,7,7,9,24,20,8,6,3,8,9,7,20,11,6,7,17,19,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5.53
190.645,3,0,6,1782,836111,824869,346,14,46,36,4.099443411,4,6,3,7,7,9,24,20,8,6,3,8,9,7,20,11,6,7,17,19,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5.05
190.645,4,15,54,3364,812405,816935,1189,14,50,29,3.941282413,7,4,10,0,3,11,6,8,3,1,3,2,6,7,19,3,5,4,14,18,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,11.2
190.645,7,34,3,672,832285,816420,440,15,66,82,4.013441122,20,25,4,6,7,29,10,20,4,15,5,6,23,22,53,25,13,8,21,34,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4.7
190.645,3,20,4,1536,812008,817106,687,14,48,29,3.923750809,6,6,9,0,3,12,7,7,2,1,3,2,7,7,19,4,5,4,12,22,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,3.5
190.645,3,18,6,2133,845359,819621,677,14,52,69,4.08962271,11,9,8,15,15,21,32,33,14,6,12,9,13,16,60,25,12,11,36,38,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.9
190.645,3,24,4,1424,844642,820192,568,14,56,82,4.082815228,10,7,4,12,15,25,24,31,19,8,13,6,13,12,50,28,12,14,36,38,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.8
190.645,8,2,1,313,820373,833162,434,14,64,69,4.081775318,9,8,3,5,9,26,22,35,9,8,10,3,23,10,20,14,9,9,18,22,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,6.51
190.645,9,5,52,2960,823450,834586,502,13,26,0,3.544097907,2,1,1,2,0,2,8,1,1,1,2,0,6,1,2,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,7.4
190.645,2,25,3,666,835668,826527,832,14,44,33,4.02845645,3,7,4,5,4,13,16,13,3,2,5,1,3,7,13,7,6,6,22,18,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,8.9
190.645,3,34,1,19,836403,826211,500,14,50,67,4.112511201,7,17,9,8,9,23,38,34,9,7,8,9,8,13,30,25,10,15,34,27,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4.15
190.645,2,38,20,4676,815748,830554,564,14,48,53,3.830620667,3,6,5,4,3,6,25,17,2,5,3,2,15,12,13,7,2,3,28,30,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.15
190.645,1,2,18,2178,821228,832983,681,15,50,41,4.013057884,8,7,1,6,7,27,20,25,3,5,8,2,20,9,19,15,3,7,14,15,2,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,6.85
190.645,2,19,15,5726,844033,818256,546,14,37,32,3.728772443,7,1,4,4,8,14,4,12,2,0,4,6,2,6,44,3,7,8,15,17,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,7.86
190.645,7,2,17,1620,835139,832922,761,12,29,15,3.860567851,2,7,2,5,2,3,10,15,2,1,1,2,3,3,10,1,3,4,8,17,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,10.2
190.645,1,2,1,313,820373,833162,437,14,64,69,4.081775318,9,8,3,5,9,26,22,35,9,8,10,3,23,10,20,14,9,9,18,22,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,6.79
